YEAR;WEEK;START_DATE;MID_DATE;END_DATE;AGE;N_DEATH;FLAG
2012;23;2012-06-03;2012-06-06;2012-06-09;Total;1089;d
2012;23;2012-06-03;2012-06-06;2012-06-09;90+;153;d
2012;23;2012-06-03;2012-06-06;2012-06-09;80-89;360;d
2012;23;2012-06-03;2012-06-06;2012-06-09;70-79;246;d
2012;23;2012-06-03;2012-06-06;2012-06-09;60-69;171;d
2012;23;2012-06-03;2012-06-06;2012-06-09;50-59;85;d
2012;23;2012-06-03;2012-06-06;2012-06-09;0-49;74;d
2012;24;2012-06-10;2012-06-13;2012-06-16;Total;1057;d
2012;24;2012-06-10;2012-06-13;2012-06-16;90+;164;d
2012;24;2012-06-10;2012-06-13;2012-06-16;80-89;337;d
2012;24;2012-06-10;2012-06-13;2012-06-16;70-79;229;d
2012;24;2012-06-10;2012-06-13;2012-06-16;60-69;167;d
2012;24;2012-06-10;2012-06-13;2012-06-16;50-59;106;d
2012;24;2012-06-10;2012-06-13;2012-06-16;0-49;54;d
2012;25;2012-06-17;2012-06-20;2012-06-23;Total;1059;d
2012;25;2012-06-17;2012-06-20;2012-06-23;90+;177;d
2012;25;2012-06-17;2012-06-20;2012-06-23;80-89;356;d
2012;25;2012-06-17;2012-06-20;2012-06-23;70-79;238;d
2012;25;2012-06-17;2012-06-20;2012-06-23;60-69;131;d
2012;25;2012-06-17;2012-06-20;2012-06-23;50-59;88;d
2012;25;2012-06-17;2012-06-20;2012-06-23;0-49;69;d
2012;26;2012-06-24;2012-06-27;2012-06-30;Total;1085;d
2012;26;2012-06-24;2012-06-27;2012-06-30;90+;172;d
2012;26;2012-06-24;2012-06-27;2012-06-30;80-89;357;d
2012;26;2012-06-24;2012-06-27;2012-06-30;70-79;237;d
2012;26;2012-06-24;2012-06-27;2012-06-30;60-69;164;d
2012;26;2012-06-24;2012-06-27;2012-06-30;50-59;83;d
2012;26;2012-06-24;2012-06-27;2012-06-30;0-49;72;d
2012;27;2012-07-01;2012-07-04;2012-07-07;Total;1135;d
2012;27;2012-07-01;2012-07-04;2012-07-07;90+;179;d
2012;27;2012-07-01;2012-07-04;2012-07-07;80-89;380;d
2012;27;2012-07-01;2012-07-04;2012-07-07;70-79;229;d
2012;27;2012-07-01;2012-07-04;2012-07-07;60-69;187;d
2012;27;2012-07-01;2012-07-04;2012-07-07;50-59;86;d
2012;27;2012-07-01;2012-07-04;2012-07-07;0-49;74;d
2012;28;2012-07-08;2012-07-11;2012-07-14;Total;1094;d
2012;28;2012-07-08;2012-07-11;2012-07-14;90+;162;d
2012;28;2012-07-08;2012-07-11;2012-07-14;80-89;383;d
2012;28;2012-07-08;2012-07-11;2012-07-14;70-79;235;d
2012;28;2012-07-08;2012-07-11;2012-07-14;60-69;161;d
2012;28;2012-07-08;2012-07-11;2012-07-14;50-59;87;d
2012;28;2012-07-08;2012-07-11;2012-07-14;0-49;66;d
2012;29;2012-07-15;2012-07-18;2012-07-21;Total;1074;d
2012;29;2012-07-15;2012-07-18;2012-07-21;90+;162;d
2012;29;2012-07-15;2012-07-18;2012-07-21;80-89;333;d
2012;29;2012-07-15;2012-07-18;2012-07-21;70-79;259;d
2012;29;2012-07-15;2012-07-18;2012-07-21;60-69;156;d
2012;29;2012-07-15;2012-07-18;2012-07-21;50-59;97;d
2012;29;2012-07-15;2012-07-18;2012-07-21;0-49;67;d
2012;30;2012-07-22;2012-07-25;2012-07-28;Total;1068;d
2012;30;2012-07-22;2012-07-25;2012-07-28;90+;157;d
2012;30;2012-07-22;2012-07-25;2012-07-28;80-89;355;d
2012;30;2012-07-22;2012-07-25;2012-07-28;70-79;201;d
2012;30;2012-07-22;2012-07-25;2012-07-28;60-69;193;d
2012;30;2012-07-22;2012-07-25;2012-07-28;50-59;90;d
2012;30;2012-07-22;2012-07-25;2012-07-28;0-49;72;d
2012;31;2012-07-29;2012-08-01;2012-08-04;Total;1121;d
2012;31;2012-07-29;2012-08-01;2012-08-04;90+;195;d
2012;31;2012-07-29;2012-08-01;2012-08-04;80-89;365;d
2012;31;2012-07-29;2012-08-01;2012-08-04;70-79;262;d
2012;31;2012-07-29;2012-08-01;2012-08-04;60-69;153;d
2012;31;2012-07-29;2012-08-01;2012-08-04;50-59;83;d
2012;31;2012-07-29;2012-08-01;2012-08-04;0-49;63;d
2012;32;2012-08-05;2012-08-08;2012-08-11;Total;1108;d
2012;32;2012-08-05;2012-08-08;2012-08-11;90+;196;d
2012;32;2012-08-05;2012-08-08;2012-08-11;80-89;382;d
2012;32;2012-08-05;2012-08-08;2012-08-11;70-79;220;d
2012;32;2012-08-05;2012-08-08;2012-08-11;60-69;143;d
2012;32;2012-08-05;2012-08-08;2012-08-11;50-59;87;d
2012;32;2012-08-05;2012-08-08;2012-08-11;0-49;80;d
2012;33;2012-08-12;2012-08-15;2012-08-18;Total;1074;d
2012;33;2012-08-12;2012-08-15;2012-08-18;90+;162;d
2012;33;2012-08-12;2012-08-15;2012-08-18;80-89;349;d
2012;33;2012-08-12;2012-08-15;2012-08-18;70-79;247;d
2012;33;2012-08-12;2012-08-15;2012-08-18;60-69;157;d
2012;33;2012-08-12;2012-08-15;2012-08-18;50-59;90;d
2012;33;2012-08-12;2012-08-15;2012-08-18;0-49;69;d
2012;34;2012-08-19;2012-08-22;2012-08-25;Total;1110;d
2012;34;2012-08-19;2012-08-22;2012-08-25;90+;175;d
2012;34;2012-08-19;2012-08-22;2012-08-25;80-89;346;d
2012;34;2012-08-19;2012-08-22;2012-08-25;70-79;240;d
2012;34;2012-08-19;2012-08-22;2012-08-25;60-69;175;d
2012;34;2012-08-19;2012-08-22;2012-08-25;50-59;84;d
2012;34;2012-08-19;2012-08-22;2012-08-25;0-49;90;d
2012;35;2012-08-26;2012-08-29;2012-09-01;Total;1041;d
2012;35;2012-08-26;2012-08-29;2012-09-01;90+;173;d
2012;35;2012-08-26;2012-08-29;2012-09-01;80-89;340;d
2012;35;2012-08-26;2012-08-29;2012-09-01;70-79;239;d
2012;35;2012-08-26;2012-08-29;2012-09-01;60-69;141;d
2012;35;2012-08-26;2012-08-29;2012-09-01;50-59;74;d
2012;35;2012-08-26;2012-08-29;2012-09-01;0-49;74;d
2012;36;2012-09-02;2012-09-05;2012-09-08;Total;1097;d
2012;36;2012-09-02;2012-09-05;2012-09-08;90+;186;d
2012;36;2012-09-02;2012-09-05;2012-09-08;80-89;349;d
2012;36;2012-09-02;2012-09-05;2012-09-08;70-79;249;d
2012;36;2012-09-02;2012-09-05;2012-09-08;60-69;154;d
2012;36;2012-09-02;2012-09-05;2012-09-08;50-59;90;d
2012;36;2012-09-02;2012-09-05;2012-09-08;0-49;69;d
2012;37;2012-09-09;2012-09-12;2012-09-15;Total;1072;d
2012;37;2012-09-09;2012-09-12;2012-09-15;90+;173;d
2012;37;2012-09-09;2012-09-12;2012-09-15;80-89;328;d
2012;37;2012-09-09;2012-09-12;2012-09-15;70-79;242;d
2012;37;2012-09-09;2012-09-12;2012-09-15;60-69;162;d
2012;37;2012-09-09;2012-09-12;2012-09-15;50-59;90;d
2012;37;2012-09-09;2012-09-12;2012-09-15;0-49;77;d
2012;38;2012-09-16;2012-09-19;2012-09-22;Total;1125;d
2012;38;2012-09-16;2012-09-19;2012-09-22;90+;183;d
2012;38;2012-09-16;2012-09-19;2012-09-22;80-89;399;d
2012;38;2012-09-16;2012-09-19;2012-09-22;70-79;250;d
2012;38;2012-09-16;2012-09-19;2012-09-22;60-69;139;d
2012;38;2012-09-16;2012-09-19;2012-09-22;50-59;92;d
2012;38;2012-09-16;2012-09-19;2012-09-22;0-49;62;d
2012;39;2012-09-23;2012-09-26;2012-09-29;Total;1073;d
2012;39;2012-09-23;2012-09-26;2012-09-29;90+;165;d
2012;39;2012-09-23;2012-09-26;2012-09-29;80-89;355;d
2012;39;2012-09-23;2012-09-26;2012-09-29;70-79;243;d
2012;39;2012-09-23;2012-09-26;2012-09-29;60-69;151;d
2012;39;2012-09-23;2012-09-26;2012-09-29;50-59;91;d
2012;39;2012-09-23;2012-09-26;2012-09-29;0-49;68;d
2012;40;2012-09-30;2012-10-03;2012-10-06;Total;1058;d
2012;40;2012-09-30;2012-10-03;2012-10-06;90+;173;d
2012;40;2012-09-30;2012-10-03;2012-10-06;80-89;340;d
2012;40;2012-09-30;2012-10-03;2012-10-06;70-79;229;d
2012;40;2012-09-30;2012-10-03;2012-10-06;60-69;167;d
2012;40;2012-09-30;2012-10-03;2012-10-06;50-59;78;d
2012;40;2012-09-30;2012-10-03;2012-10-06;0-49;71;d
2012;41;2012-10-07;2012-10-10;2012-10-13;Total;1133;d
2012;41;2012-10-07;2012-10-10;2012-10-13;90+;184;d
2012;41;2012-10-07;2012-10-10;2012-10-13;80-89;360;d
2012;41;2012-10-07;2012-10-10;2012-10-13;70-79;238;d
2012;41;2012-10-07;2012-10-10;2012-10-13;60-69;197;d
2012;41;2012-10-07;2012-10-10;2012-10-13;50-59;88;d
2012;41;2012-10-07;2012-10-10;2012-10-13;0-49;66;d
2012;42;2012-10-14;2012-10-17;2012-10-20;Total;1188;d
2012;42;2012-10-14;2012-10-17;2012-10-20;90+;218;d
2012;42;2012-10-14;2012-10-17;2012-10-20;80-89;351;d
2012;42;2012-10-14;2012-10-17;2012-10-20;70-79;256;d
2012;42;2012-10-14;2012-10-17;2012-10-20;60-69;205;d
2012;42;2012-10-14;2012-10-17;2012-10-20;50-59;90;d
2012;42;2012-10-14;2012-10-17;2012-10-20;0-49;68;d
2012;43;2012-10-21;2012-10-24;2012-10-27;Total;1130;d
2012;43;2012-10-21;2012-10-24;2012-10-27;90+;180;d
2012;43;2012-10-21;2012-10-24;2012-10-27;80-89;377;d
2012;43;2012-10-21;2012-10-24;2012-10-27;70-79;242;d
2012;43;2012-10-21;2012-10-24;2012-10-27;60-69;168;d
2012;43;2012-10-21;2012-10-24;2012-10-27;50-59;87;d
2012;43;2012-10-21;2012-10-24;2012-10-27;0-49;76;d
2012;44;2012-10-28;2012-10-31;2012-11-03;Total;1150;d
2012;44;2012-10-28;2012-10-31;2012-11-03;90+;193;d
2012;44;2012-10-28;2012-10-31;2012-11-03;80-89;379;d
2012;44;2012-10-28;2012-10-31;2012-11-03;70-79;246;d
2012;44;2012-10-28;2012-10-31;2012-11-03;60-69;176;d
2012;44;2012-10-28;2012-10-31;2012-11-03;50-59;91;d
2012;44;2012-10-28;2012-10-31;2012-11-03;0-49;65;d
2012;45;2012-11-04;2012-11-07;2012-11-10;Total;1147;d
2012;45;2012-11-04;2012-11-07;2012-11-10;90+;203;d
2012;45;2012-11-04;2012-11-07;2012-11-10;80-89;387;d
2012;45;2012-11-04;2012-11-07;2012-11-10;70-79;242;d
2012;45;2012-11-04;2012-11-07;2012-11-10;60-69;173;d
2012;45;2012-11-04;2012-11-07;2012-11-10;50-59;79;d
2012;45;2012-11-04;2012-11-07;2012-11-10;0-49;63;d
2012;46;2012-11-11;2012-11-14;2012-11-17;Total;1122;d
2012;46;2012-11-11;2012-11-14;2012-11-17;90+;181;d
2012;46;2012-11-11;2012-11-14;2012-11-17;80-89;364;d
2012;46;2012-11-11;2012-11-14;2012-11-17;70-79;246;d
2012;46;2012-11-11;2012-11-14;2012-11-17;60-69;151;d
2012;46;2012-11-11;2012-11-14;2012-11-17;50-59;99;d
2012;46;2012-11-11;2012-11-14;2012-11-17;0-49;81;d
2012;47;2012-11-18;2012-11-21;2012-11-24;Total;1117;d
2012;47;2012-11-18;2012-11-21;2012-11-24;90+;194;d
2012;47;2012-11-18;2012-11-21;2012-11-24;80-89;349;d
2012;47;2012-11-18;2012-11-21;2012-11-24;70-79;248;d
2012;47;2012-11-18;2012-11-21;2012-11-24;60-69;175;d
2012;47;2012-11-18;2012-11-21;2012-11-24;50-59;93;d
2012;47;2012-11-18;2012-11-21;2012-11-24;0-49;58;d
2012;48;2012-11-25;2012-11-28;2012-12-01;Total;1152;d
2012;48;2012-11-25;2012-11-28;2012-12-01;90+;209;d
2012;48;2012-11-25;2012-11-28;2012-12-01;80-89;387;d
2012;48;2012-11-25;2012-11-28;2012-12-01;70-79;236;d
2012;48;2012-11-25;2012-11-28;2012-12-01;60-69;160;d
2012;48;2012-11-25;2012-11-28;2012-12-01;50-59;98;d
2012;48;2012-11-25;2012-11-28;2012-12-01;0-49;62;d
2012;49;2012-12-02;2012-12-05;2012-12-08;Total;1228;d
2012;49;2012-12-02;2012-12-05;2012-12-08;90+;230;d
2012;49;2012-12-02;2012-12-05;2012-12-08;80-89;406;d
2012;49;2012-12-02;2012-12-05;2012-12-08;70-79;233;d
2012;49;2012-12-02;2012-12-05;2012-12-08;60-69;171;d
2012;49;2012-12-02;2012-12-05;2012-12-08;50-59;116;d
2012;49;2012-12-02;2012-12-05;2012-12-08;0-49;72;d
2012;50;2012-12-09;2012-12-12;2012-12-15;Total;1221;d
2012;50;2012-12-09;2012-12-12;2012-12-15;90+;219;d
2012;50;2012-12-09;2012-12-12;2012-12-15;80-89;402;d
2012;50;2012-12-09;2012-12-12;2012-12-15;70-79;251;d
2012;50;2012-12-09;2012-12-12;2012-12-15;60-69;179;d
2012;50;2012-12-09;2012-12-12;2012-12-15;50-59;101;d
2012;50;2012-12-09;2012-12-12;2012-12-15;0-49;69;d
2012;51;2012-12-16;2012-12-19;2012-12-22;Total;1422;d
2012;51;2012-12-16;2012-12-19;2012-12-22;90+;267;d
2012;51;2012-12-16;2012-12-19;2012-12-22;80-89;477;d
2012;51;2012-12-16;2012-12-19;2012-12-22;70-79;310;d
2012;51;2012-12-16;2012-12-19;2012-12-22;60-69;201;d
2012;51;2012-12-16;2012-12-19;2012-12-22;50-59;94;d
2012;51;2012-12-16;2012-12-19;2012-12-22;0-49;73;d
2012;52;2012-12-23;2012-12-26;2012-12-29;Total;1517;d
2012;52;2012-12-23;2012-12-26;2012-12-29;90+;270;d
2012;52;2012-12-23;2012-12-26;2012-12-29;80-89;524;d
2012;52;2012-12-23;2012-12-26;2012-12-29;70-79;317;d
2012;52;2012-12-23;2012-12-26;2012-12-29;60-69;220;d
2012;52;2012-12-23;2012-12-26;2012-12-29;50-59;109;d
2012;52;2012-12-23;2012-12-26;2012-12-29;0-49;77;d
2013;1;2012-12-30;2013-01-02;2013-01-05;Total;1638;d
2013;1;2012-12-30;2013-01-02;2013-01-05;90+;333;d
2013;1;2012-12-30;2013-01-02;2013-01-05;80-89;572;d
2013;1;2012-12-30;2013-01-02;2013-01-05;70-79;347;d
2013;1;2012-12-30;2013-01-02;2013-01-05;60-69;190;d
2013;1;2012-12-30;2013-01-02;2013-01-05;50-59;107;d
2013;1;2012-12-30;2013-01-02;2013-01-05;0-49;89;d
2013;2;2013-01-06;2013-01-09;2013-01-12;Total;1596;d
2013;2;2013-01-06;2013-01-09;2013-01-12;90+;346;d
2013;2;2013-01-06;2013-01-09;2013-01-12;80-89;559;d
2013;2;2013-01-06;2013-01-09;2013-01-12;70-79;317;d
2013;2;2013-01-06;2013-01-09;2013-01-12;60-69;205;d
2013;2;2013-01-06;2013-01-09;2013-01-12;50-59;104;d
2013;2;2013-01-06;2013-01-09;2013-01-12;0-49;65;d
2013;3;2013-01-13;2013-01-16;2013-01-19;Total;1566;d
2013;3;2013-01-13;2013-01-16;2013-01-19;90+;299;d
2013;3;2013-01-13;2013-01-16;2013-01-19;80-89;541;d
2013;3;2013-01-13;2013-01-16;2013-01-19;70-79;305;d
2013;3;2013-01-13;2013-01-16;2013-01-19;60-69;229;d
2013;3;2013-01-13;2013-01-16;2013-01-19;50-59;119;d
2013;3;2013-01-13;2013-01-16;2013-01-19;0-49;73;d
2013;4;2013-01-20;2013-01-23;2013-01-26;Total;1378;d
2013;4;2013-01-20;2013-01-23;2013-01-26;90+;256;d
2013;4;2013-01-20;2013-01-23;2013-01-26;80-89;495;d
2013;4;2013-01-20;2013-01-23;2013-01-26;70-79;289;d
2013;4;2013-01-20;2013-01-23;2013-01-26;60-69;172;d
2013;4;2013-01-20;2013-01-23;2013-01-26;50-59;90;d
2013;4;2013-01-20;2013-01-23;2013-01-26;0-49;76;d
2013;5;2013-01-27;2013-01-30;2013-02-02;Total;1417;d
2013;5;2013-01-27;2013-01-30;2013-02-02;90+;267;d
2013;5;2013-01-27;2013-01-30;2013-02-02;80-89;474;d
2013;5;2013-01-27;2013-01-30;2013-02-02;70-79;306;d
2013;5;2013-01-27;2013-01-30;2013-02-02;60-69;197;d
2013;5;2013-01-27;2013-01-30;2013-02-02;50-59;100;d
2013;5;2013-01-27;2013-01-30;2013-02-02;0-49;73;d
2013;6;2013-02-03;2013-02-06;2013-02-09;Total;1264;d
2013;6;2013-02-03;2013-02-06;2013-02-09;90+;247;d
2013;6;2013-02-03;2013-02-06;2013-02-09;80-89;429;d
2013;6;2013-02-03;2013-02-06;2013-02-09;70-79;262;d
2013;6;2013-02-03;2013-02-06;2013-02-09;60-69;170;d
2013;6;2013-02-03;2013-02-06;2013-02-09;50-59;91;d
2013;6;2013-02-03;2013-02-06;2013-02-09;0-49;65;d
2013;7;2013-02-10;2013-02-13;2013-02-16;Total;1333;d
2013;7;2013-02-10;2013-02-13;2013-02-16;90+;238;d
2013;7;2013-02-10;2013-02-13;2013-02-16;80-89;444;d
2013;7;2013-02-10;2013-02-13;2013-02-16;70-79;282;d
2013;7;2013-02-10;2013-02-13;2013-02-16;60-69;181;d
2013;7;2013-02-10;2013-02-13;2013-02-16;50-59;115;d
2013;7;2013-02-10;2013-02-13;2013-02-16;0-49;73;d
2013;8;2013-02-17;2013-02-20;2013-02-23;Total;1293;d
2013;8;2013-02-17;2013-02-20;2013-02-23;90+;254;d
2013;8;2013-02-17;2013-02-20;2013-02-23;80-89;422;d
2013;8;2013-02-17;2013-02-20;2013-02-23;70-79;276;d
2013;8;2013-02-17;2013-02-20;2013-02-23;60-69;175;d
2013;8;2013-02-17;2013-02-20;2013-02-23;50-59;96;d
2013;8;2013-02-17;2013-02-20;2013-02-23;0-49;70;d
2013;9;2013-02-24;2013-02-27;2013-03-02;Total;1284;d
2013;9;2013-02-24;2013-02-27;2013-03-02;90+;225;d
2013;9;2013-02-24;2013-02-27;2013-03-02;80-89;427;d
2013;9;2013-02-24;2013-02-27;2013-03-02;70-79;281;d
2013;9;2013-02-24;2013-02-27;2013-03-02;60-69;182;d
2013;9;2013-02-24;2013-02-27;2013-03-02;50-59;103;d
2013;9;2013-02-24;2013-02-27;2013-03-02;0-49;66;d
2013;10;2013-03-03;2013-03-06;2013-03-09;Total;1186;d
2013;10;2013-03-03;2013-03-06;2013-03-09;90+;208;d
2013;10;2013-03-03;2013-03-06;2013-03-09;80-89;411;d
2013;10;2013-03-03;2013-03-06;2013-03-09;70-79;252;d
2013;10;2013-03-03;2013-03-06;2013-03-09;60-69;157;d
2013;10;2013-03-03;2013-03-06;2013-03-09;50-59;94;d
2013;10;2013-03-03;2013-03-06;2013-03-09;0-49;64;d
2013;11;2013-03-10;2013-03-13;2013-03-16;Total;1195;d
2013;11;2013-03-10;2013-03-13;2013-03-16;90+;207;d
2013;11;2013-03-10;2013-03-13;2013-03-16;80-89;411;d
2013;11;2013-03-10;2013-03-13;2013-03-16;70-79;241;d
2013;11;2013-03-10;2013-03-13;2013-03-16;60-69;169;d
2013;11;2013-03-10;2013-03-13;2013-03-16;50-59;103;d
2013;11;2013-03-10;2013-03-13;2013-03-16;0-49;64;d
2013;12;2013-03-17;2013-03-20;2013-03-23;Total;1267;d
2013;12;2013-03-17;2013-03-20;2013-03-23;90+;231;d
2013;12;2013-03-17;2013-03-20;2013-03-23;80-89;429;d
2013;12;2013-03-17;2013-03-20;2013-03-23;70-79;268;d
2013;12;2013-03-17;2013-03-20;2013-03-23;60-69;175;d
2013;12;2013-03-17;2013-03-20;2013-03-23;50-59;98;d
2013;12;2013-03-17;2013-03-20;2013-03-23;0-49;66;d
2013;13;2013-03-24;2013-03-27;2013-03-30;Total;1163;d
2013;13;2013-03-24;2013-03-27;2013-03-30;90+;206;d
2013;13;2013-03-24;2013-03-27;2013-03-30;80-89;341;d
2013;13;2013-03-24;2013-03-27;2013-03-30;70-79;265;d
2013;13;2013-03-24;2013-03-27;2013-03-30;60-69;186;d
2013;13;2013-03-24;2013-03-27;2013-03-30;50-59;105;d
2013;13;2013-03-24;2013-03-27;2013-03-30;0-49;60;d
2013;14;2013-03-31;2013-04-03;2013-04-06;Total;1186;d
2013;14;2013-03-31;2013-04-03;2013-04-06;90+;216;d
2013;14;2013-03-31;2013-04-03;2013-04-06;80-89;385;d
2013;14;2013-03-31;2013-04-03;2013-04-06;70-79;266;d
2013;14;2013-03-31;2013-04-03;2013-04-06;60-69;173;d
2013;14;2013-03-31;2013-04-03;2013-04-06;50-59;88;d
2013;14;2013-03-31;2013-04-03;2013-04-06;0-49;58;d
2013;15;2013-04-07;2013-04-10;2013-04-13;Total;1183;d
2013;15;2013-04-07;2013-04-10;2013-04-13;90+;215;d
2013;15;2013-04-07;2013-04-10;2013-04-13;80-89;404;d
2013;15;2013-04-07;2013-04-10;2013-04-13;70-79;270;d
2013;15;2013-04-07;2013-04-10;2013-04-13;60-69;145;d
2013;15;2013-04-07;2013-04-10;2013-04-13;50-59;96;d
2013;15;2013-04-07;2013-04-10;2013-04-13;0-49;53;d
2013;16;2013-04-14;2013-04-17;2013-04-20;Total;1234;d
2013;16;2013-04-14;2013-04-17;2013-04-20;90+;211;d
2013;16;2013-04-14;2013-04-17;2013-04-20;80-89;406;d
2013;16;2013-04-14;2013-04-17;2013-04-20;70-79;267;d
2013;16;2013-04-14;2013-04-17;2013-04-20;60-69;193;d
2013;16;2013-04-14;2013-04-17;2013-04-20;50-59;88;d
2013;16;2013-04-14;2013-04-17;2013-04-20;0-49;69;d
2013;17;2013-04-21;2013-04-24;2013-04-27;Total;1103;d
2013;17;2013-04-21;2013-04-24;2013-04-27;90+;189;d
2013;17;2013-04-21;2013-04-24;2013-04-27;80-89;366;d
2013;17;2013-04-21;2013-04-24;2013-04-27;70-79;268;d
2013;17;2013-04-21;2013-04-24;2013-04-27;60-69;148;d
2013;17;2013-04-21;2013-04-24;2013-04-27;50-59;73;d
2013;17;2013-04-21;2013-04-24;2013-04-27;0-49;59;d
2013;18;2013-04-28;2013-05-01;2013-05-04;Total;1142;d
2013;18;2013-04-28;2013-05-01;2013-05-04;90+;212;d
2013;18;2013-04-28;2013-05-01;2013-05-04;80-89;391;d
2013;18;2013-04-28;2013-05-01;2013-05-04;70-79;249;d
2013;18;2013-04-28;2013-05-01;2013-05-04;60-69;145;d
2013;18;2013-04-28;2013-05-01;2013-05-04;50-59;84;d
2013;18;2013-04-28;2013-05-01;2013-05-04;0-49;61;d
2013;19;2013-05-05;2013-05-08;2013-05-11;Total;1214;d
2013;19;2013-05-05;2013-05-08;2013-05-11;90+;223;d
2013;19;2013-05-05;2013-05-08;2013-05-11;80-89;388;d
2013;19;2013-05-05;2013-05-08;2013-05-11;70-79;262;d
2013;19;2013-05-05;2013-05-08;2013-05-11;60-69;164;d
2013;19;2013-05-05;2013-05-08;2013-05-11;50-59;89;d
2013;19;2013-05-05;2013-05-08;2013-05-11;0-49;88;d
2013;20;2013-05-12;2013-05-15;2013-05-18;Total;1111;d
2013;20;2013-05-12;2013-05-15;2013-05-18;90+;187;d
2013;20;2013-05-12;2013-05-15;2013-05-18;80-89;383;d
2013;20;2013-05-12;2013-05-15;2013-05-18;70-79;233;d
2013;20;2013-05-12;2013-05-15;2013-05-18;60-69;157;d
2013;20;2013-05-12;2013-05-15;2013-05-18;50-59;86;d
2013;20;2013-05-12;2013-05-15;2013-05-18;0-49;65;d
2013;21;2013-05-19;2013-05-22;2013-05-25;Total;1056;d
2013;21;2013-05-19;2013-05-22;2013-05-25;90+;188;d
2013;21;2013-05-19;2013-05-22;2013-05-25;80-89;339;d
2013;21;2013-05-19;2013-05-22;2013-05-25;70-79;242;d
2013;21;2013-05-19;2013-05-22;2013-05-25;60-69;152;d
2013;21;2013-05-19;2013-05-22;2013-05-25;50-59;86;d
2013;21;2013-05-19;2013-05-22;2013-05-25;0-49;49;d
2013;22;2013-05-26;2013-05-29;2013-06-01;Total;1150;d
2013;22;2013-05-26;2013-05-29;2013-06-01;90+;214;d
2013;22;2013-05-26;2013-05-29;2013-06-01;80-89;382;d
2013;22;2013-05-26;2013-05-29;2013-06-01;70-79;244;d
2013;22;2013-05-26;2013-05-29;2013-06-01;60-69;171;d
2013;22;2013-05-26;2013-05-29;2013-06-01;50-59;75;d
2013;22;2013-05-26;2013-05-29;2013-06-01;0-49;64;d
2013;23;2013-06-02;2013-06-05;2013-06-08;Total;1046;d
2013;23;2013-06-02;2013-06-05;2013-06-08;90+;175;d
2013;23;2013-06-02;2013-06-05;2013-06-08;80-89;332;d
2013;23;2013-06-02;2013-06-05;2013-06-08;70-79;236;d
2013;23;2013-06-02;2013-06-05;2013-06-08;60-69;146;d
2013;23;2013-06-02;2013-06-05;2013-06-08;50-59;94;d
2013;23;2013-06-02;2013-06-05;2013-06-08;0-49;63;d
2013;24;2013-06-09;2013-06-12;2013-06-15;Total;1086;d
2013;24;2013-06-09;2013-06-12;2013-06-15;90+;170;d
2013;24;2013-06-09;2013-06-12;2013-06-15;80-89;370;d
2013;24;2013-06-09;2013-06-12;2013-06-15;70-79;227;d
2013;24;2013-06-09;2013-06-12;2013-06-15;60-69;161;d
2013;24;2013-06-09;2013-06-12;2013-06-15;50-59;85;d
2013;24;2013-06-09;2013-06-12;2013-06-15;0-49;73;d
2013;25;2013-06-16;2013-06-19;2013-06-22;Total;1045;d
2013;25;2013-06-16;2013-06-19;2013-06-22;90+;178;d
2013;25;2013-06-16;2013-06-19;2013-06-22;80-89;321;d
2013;25;2013-06-16;2013-06-19;2013-06-22;70-79;233;d
2013;25;2013-06-16;2013-06-19;2013-06-22;60-69;164;d
2013;25;2013-06-16;2013-06-19;2013-06-22;50-59;89;d
2013;25;2013-06-16;2013-06-19;2013-06-22;0-49;60;d
2013;26;2013-06-23;2013-06-26;2013-06-29;Total;1041;d
2013;26;2013-06-23;2013-06-26;2013-06-29;90+;169;d
2013;26;2013-06-23;2013-06-26;2013-06-29;80-89;331;d
2013;26;2013-06-23;2013-06-26;2013-06-29;70-79;221;d
2013;26;2013-06-23;2013-06-26;2013-06-29;60-69;157;d
2013;26;2013-06-23;2013-06-26;2013-06-29;50-59;83;d
2013;26;2013-06-23;2013-06-26;2013-06-29;0-49;80;d
2013;27;2013-06-30;2013-07-03;2013-07-06;Total;1131;d
2013;27;2013-06-30;2013-07-03;2013-07-06;90+;203;d
2013;27;2013-06-30;2013-07-03;2013-07-06;80-89;328;d
2013;27;2013-06-30;2013-07-03;2013-07-06;70-79;233;d
2013;27;2013-06-30;2013-07-03;2013-07-06;60-69;160;d
2013;27;2013-06-30;2013-07-03;2013-07-06;50-59;101;d
2013;27;2013-06-30;2013-07-03;2013-07-06;0-49;106;d
2013;28;2013-07-07;2013-07-10;2013-07-13;Total;1103;d
2013;28;2013-07-07;2013-07-10;2013-07-13;90+;188;d
2013;28;2013-07-07;2013-07-10;2013-07-13;80-89;363;d
2013;28;2013-07-07;2013-07-10;2013-07-13;70-79;225;d
2013;28;2013-07-07;2013-07-10;2013-07-13;60-69;165;d
2013;28;2013-07-07;2013-07-10;2013-07-13;50-59;84;d
2013;28;2013-07-07;2013-07-10;2013-07-13;0-49;78;d
2013;29;2013-07-14;2013-07-17;2013-07-20;Total;1128;d
2013;29;2013-07-14;2013-07-17;2013-07-20;90+;193;d
2013;29;2013-07-14;2013-07-17;2013-07-20;80-89;365;d
2013;29;2013-07-14;2013-07-17;2013-07-20;70-79;235;d
2013;29;2013-07-14;2013-07-17;2013-07-20;60-69;164;d
2013;29;2013-07-14;2013-07-17;2013-07-20;50-59;99;d
