WEEK;DATE_IDS;MONTH;YEAR;START_DATE;MID_DATE;END_DATE;N_DEATH;T_MIN_WMEAN;T_MEAN_WMEAN;T_MAX_WMEAN;HMDX_MIN_WMEAN;HMDX_MEAN_WMEAN;HMDX_MAX_WMEAN;TDEW_MEAN_WMEAN;WDCHL_MEAN_WMEAN;RELH_MEAN_WMEAN;PRES_MEAN_WMEAN;WDSPD_MEAN_WMEAN;PRCIP_SUM_WSUM;VISB_MEAN_WMEAN;TREND_MONTH;TREND_CSPLINE;EXTRAPOLATED;TREND_USPLINE;TREND_POLY;OM_MONTH;OM_CSPLINE;OM_USPLINE;OM_POLY
49;466;12;2018;2018-12-02;2018-12-05;2018-12-08;388;-7,42;-4,29;-1,1;;;;-7,43;-11,75;79,44;101,06;9,83;25,17;19,86;370,279069767442;374,683743256038;"";366,46722438886;360,231488961781;17,7;13,3;21,5;27,8
49;518;12;2019;2019-12-01;2019-12-04;2019-12-07;387;-7,47;-4,79;-2,28;;;;-8,86;-11,51;74,15;100,52;11,86;5,75;23,25;370,279069767442;371,388577734833;"";366,46722438886;360,231488961781;16,7;15,6;20,5;26,8
49;570;12;2020;2020-11-29;2020-12-02;2020-12-05;360;0,79;3,56;5,91;;;;0,51;;80,91;100,34;13,06;28,03;24,38;370,279069767442;366,46722438886;Extrapolated;366,46722438886;360,231488961781;-10,3;-6,5;-6,5;-0,2
49;623;12;2021;2021-12-05;2021-12-08;2021-12-11;355;-7,61;-3,76;0,24;;;;-7,41;-11,26;77,01;100,97;13,78;54,73;23,62;370,279069767442;366,46722438886;Extrapolated;366,46722438886;360,231488961781;-15,3;-11,5;-11,5;-5,2
50;50;12;2010;2010-12-12;2010-12-15;2010-12-18;355;-10,72;-7,24;-4,34;;;;-9,28;-15,88;85,46;99,89;11,72;0;15,35;370,279069767442;366,894313098323;"";370,241361544015;367,205872392466;-15,3;-11,9;-15,2;-12,2
50;102;12;2011;2011-12-11;2011-12-14;2011-12-17;334;-2,29;0,55;3,84;;;;-3,76;-11,58;73,84;101,66;11,76;0;23,13;370,279069767442;347,441055170741;"";370,241361544015;367,205872392466;-36,3;-13,4;-36,2;-33,2
50;154;12;2012;2012-12-09;2012-12-12;2012-12-15;335;-6,98;-3,11;0,46;;;;-6,31;-11,81;79,03;101,52;10,96;0;22,13;370,279069767442;369,213996857281;"";370,241361544015;367,205872392466;-35,3;-34,2;-35,2;-32,2
50;206;12;2013;2013-12-08;2013-12-11;2013-12-14;344;-13,54;-9,26;-5,32;;;;-15,17;-17,93;63,01;101,65;14,63;0,97;24,21;370,279069767442;348,359575979436;"";370,241361544015;367,205872392466;-26,3;-4,4;-26,2;-23,2
50;258;12;2014;2014-12-07;2014-12-10;2014-12-13;379;-6,01;-4,3;-1,83;;;;-7,02;-9,13;82,65;101,42;15,16;14,1;17,53;370,279069767442;406,413260143691;"";370,241361544015;367,205872392466;8,7;-27,4;8,8;11,8
50;311;12;2015;2015-12-13;2015-12-16;2015-12-19;314;0,11;2,24;4,26;;;;-0,41;;83,63;100,52;12,34;29,03;20,84;370,279069767442;354,089697223419;"";370,241361544015;367,205872392466;-56,3;-40,1;-56,2;-53,2
50;363;12;2016;2016-12-11;2016-12-14;2016-12-17;345;-12,97;-8,89;-5,27;;;;-12,49;-15,37;76,32;101,04;12,01;17,93;18,68;370,279069767442;371,100958946531;"";370,241361544015;367,205872392466;-25,3;-26,1;-25,2;-22,2
50;415;12;2017;2017-12-10;2017-12-13;2017-12-16;349;-13,32;-10,46;-7,25;;;;-14,24;-16,27;74,44;100,23;13,71;14,63;18,85;370,279069767442;386,853297391481;"";370,241361544015;367,205872392466;-21,3;-37,9;-21,2;-18,2
50;467;12;2018;2018-12-09;2018-12-12;2018-12-15;363;-10,64;-6,09;-2,56;;;;-9,47;-12,83;77,74;101,81;9,06;9,13;21,2;370,279069767442;377,391478034495;"";370,241361544015;367,205872392466;-7,3;-14,4;-7,2;-4,2
50;519;12;2019;2019-12-08;2019-12-11;2019-12-14;374;-5,76;-1,25;2,29;;;;-5,49;-11,73;74,09;101,12;13,96;26,6;25,65;370,279069767442;374,655982594751;"";370,241361544015;367,205872392466;3,7;-0,7;3,8;6,8
50;571;12;2020;2020-12-06;2020-12-09;2020-12-12;360;-3,18;-1,39;0,41;;;;-4,87;-8,39;77,61;100,65;11,53;5,83;24,13;370,279069767442;370,241361544015;Extrapolated;370,241361544015;367,205872392466;-10,3;-10,2;-10,2;-7,2
50;624;12;2021;2021-12-12;2021-12-15;2021-12-18;350;-1,6;2,25;6,83;;;;-3,87;-9,39;65,43;101,29;16,97;13;28,99;370,279069767442;370,241361544015;Extrapolated;370,241361544015;367,205872392466;-20,3;-20,2;-20,2;-17,2
51;51;12;2010;2010-12-19;2010-12-22;2010-12-25;374;-8,96;-6;-3,68;;;;-7,99;-9,25;86,06;101,13;7,85;0;18,06;370,279069767442;370,300531383079;"";373,614586442855;374,705490028553;3,7;3,7;0,4;-0,7
51;103;12;2011;2011-12-18;2011-12-21;2011-12-24;326;-9,16;-5,14;-1,48;;;;-9,41;-11,61;72,71;101,34;9,76;0;23,21;370,279069767442;350,297363656515;"";373,614586442855;374,705490028553;-44,3;-24,3;-47,6;-48,7
51;155;12;2012;2012-12-16;2012-12-19;2012-12-22;420;-3,18;-1,36;0,85;;;;-2,94;-15,03;89,06;100,15;16,18;0;12,53;370,279069767442;371,404197549744;"";373,614586442855;374,705490028553;49,7;48,6;46,4;45,3
51;207;12;2013;2013-12-15;2013-12-18;2013-12-21;367;-14,41;-11,07;-7,84;;;;-13,57;-18,64;82,02;100,94;12,62;36,97;12,18;370,279069767442;351,434896426841;"";373,614586442855;374,705490028553;-3,3;15,6;-6,6;-7,7
51;259;12;2014;2014-12-14;2014-12-17;2014-12-20;374;-4,62;-2,73;-1,27;;;;-4,71;-8,15;86,49;101,09;9,14;2,1;17,22;370,279069767442;411,648427706685;"";373,614586442855;374,705490028553;3,7;-37,6;0,4;-0,7
51;312;12;2015;2015-12-20;2015-12-23;2015-12-26;326;0,65;3,28;6,22;;;;-0,05;-7,58;80,47;101,35;11,13;22,9;23,09;370,279069767442;357,202388552992;"";373,614586442855;374,705490028553;-44,3;-31,2;-47,6;-48,7
51;364;12;2016;2016-12-18;2016-12-21;2016-12-24;370;-7,71;-3,91;-1,44;;;;-6,82;-16,05;80,67;101,52;11,73;12,65;21,79;370,279069767442;376,039989070917;"";373,614586442855;374,705490028553;-0,3;-6;-3,6;-4,7
51;416;12;2017;2017-12-17;2017-12-20;2017-12-23;416;-13,95;-9,79;-6,51;;;;-12,82;-18,03;79,13;101,17;12,03;23,6;17,05;370,279069767442;390,815124560973;"";373,614586442855;374,705490028553;45,7;25,2;42,4;41,3
51;468;12;2018;2018-12-16;2018-12-19;2018-12-22;391;-5,66;-1,7;1,69;;;;-4,75;-10,88;80,4;100,41;12,27;41,57;19,96;370,279069767442;379,629081441992;"";373,614586442855;374,705490028553;20,7;11,4;17,4;16,3
51;520;12;2019;2019-12-15;2019-12-18;2019-12-21;351;-13,16;-9,02;-6,06;;;;-12,83;-15,06;74,31;101,44;13,7;5;24,96;370,279069767442;377,373864078817;"";373,614586442855;374,705490028553;-19,3;-26,4;-22,6;-23,7
51;572;12;2020;2020-12-13;2020-12-16;2020-12-19;355;-11,17;-7,67;-3,82;;;;-13,05;-14,4;66,25;101,78;12,37;1,83;28,06;370,279069767442;373,614586442855;Extrapolated;373,614586442855;374,705490028553;-15,3;-18,6;-18,6;-19,7
51;625;12;2021;2021-12-19;2021-12-22;2021-12-25;375;-11,35;-7,21;-2,95;;;;-11,62;-13,2;71,54;100,93;12,53;3,8;26,16;370,279069767442;373,614586442855;Extrapolated;373,614586442855;374,705490028553;4,7;1,4;1,4;0,3
52;52;12;2010;2010-12-26;2010-12-29;2011-01-01;397;-8,63;-5,43;-2,82;;;;-9,41;-13,97;74,07;100,77;11,26;0;25,82;370,279069767442;373,275615337948;"";380,354413684678;382,745344087547;26,7;23,7;16,6;14,3
52;104;12;2011;2011-12-25;2011-12-28;2011-12-31;349;-11,8;-7,48;-3,53;;;;-10,72;-14,86;77,85;100,66;13,79;0;22,13;370,279069767442;352,899992794606;"";380,354413684678;382,745344087547;-21,3;-3,9;-31,4;-33,7
52;156;12;2012;2012-12-23;2012-12-26;2012-12-29;467;-11,7;-8,91;-6,79;;;;-11,52;-14,47;81,75;101,1;13,33;0;21,23;370,279069767442;373,273301236534;"";380,354413684678;382,745344087547;96,7;93,7;86,6;84,3
52;208;12;2013;2013-12-22;2013-12-25;2013-12-28;345;-12,39;-9,42;-6,64;;;;-11,66;-16,67;83,9;101,55;12,04;20,43;16,55;370,279069767442;354,194696795511;"";380,354413684678;382,745344087547;-25,3;-9,2;-35,4;-37,7
52;260;12;2014;2014-12-21;2014-12-24;2014-12-27;467;-1,97;0,12;1,95;;;;-2,44;-11,96;83,5;101,15;13,56;28,5;17,61;370,279069767442;415,745150423909;"";380,354413684678;382,745344087547;96,7;51,3;86,6;84,3
52;313;12;2015;2015-12-27;2015-12-30;2016-01-02;343;-7,9;-5,73;-2,94;;;;-7,94;-12,25;85,24;101,75;12,79;35,3;12,75;370,279069767442;359,995340128336;"";380,354413684678;382,745344087547;-27,3;-17;-37,4;-39,7
52;365;12;2016;2016-12-25;2016-12-28;2016-12-31;405;-8,72;-4,4;0,4;;;;-8,03;-11,79;77,01;100,9;14,64;37,3;23,03;370,279069767442;380,647468250347;"";380,354413684678;382,745344087547;34,7;24,4;24,6;22,3
52;417;12;2017;2017-12-24;2017-12-27;2017-12-30;407;-19,04;-16,17;-13,29;;;;-21,29;-22,93;65,91;101,75;13,06;7,93;25,43;370,279069767442;394,438818572252;"";380,354413684678;382,745344087547;36,7;12,6;26,6;24,3
52;469;12;2018;2018-12-23;2018-12-26;2018-12-29;364;-11,62;-7,18;-3,59;;;;-10,74;-13,76;76,18;101,67;10,26;17,77;26,12;370,279069767442;381,409316764877;"";380,354413684678;382,745344087547;-6,3;-17,4;-16,4;-18,7
52;521;12;2019;2019-12-22;2019-12-25;2019-12-28;390;-5,19;-1,65;1,52;;;;-5,54;-10,97;75,52;101,51;12,19;6,85;27,33;370,279069767442;379,462465647499;"";380,354413684678;382,745344087547;19,7;10,5;9,6;7,3
52;573;12;2020;2020-12-20;2020-12-23;2020-12-26;385;-3,89;0,29;4,05;;;;-2,49;-7,97;82,02;100,39;12,9;43,2;19,58;370,279069767442;380,354413684678;Extrapolated;380,354413684678;382,745344087547;14,7;4,6;4,6;2,3
52;626;12;2021;2021-12-26;2021-12-29;2022-01-01;395;-6,57;-4,28;-1,79;;;;-7,53;-7,77;78,48;100,82;8,68;2,87;20,03;370,279069767442;380,354413684678;Extrapolated;380,354413684678;382,745344087547;24,7;14,6;14,6;12,3
53;261;12;2014;2014-12-28;2014-12-31;2015-01-03;504;-9,9;-6,02;-2,15;;;;-13,25;-14,82;57,3;101,44;14,84;1,65;30,3;370,279069767442;418,556384579636;"";380,354413684678;391,340688450865;133,7;85,4;123,6;112,7
53;574;12;2020;2020-12-27;2020-12-30;2021-01-02;405;-6,79;-3,3;0,67;;;;-8,24;-11,39;69,2;101,44;15,37;14,78;27,01;370,279069767442;380,354413684678;Extrapolated;380,354413684678;391,340688450865;34,7;24,6;24,6;13,7
