YEAR;WEEK;START_DATE;MID_DATE;END_DATE;N_DEATH;TEMP_MIN_MIN;TEMP_MIN_MEAN;TEMP_MEAN_MIN;TEMP_MEAN_MEAN;TEMP_MEAN_MAX;TEMP_MAX_MEAN;TEMP_MAX_MAX
2020;47;2020-11-15;2020-11-18;2020-11-21;330;-7;-4,03;-4,97;1,06;6,78;6,16;14
2020;48;2020-11-22;2020-11-25;2020-11-28;370;-7,2;-2,17;-3,2;0,29;4,2;2,75;6,38
2020;49;2020-11-29;2020-12-02;2020-12-05;360;-3,17;-0,15;0,15;2,94;6,97;5,99;10,68
2020;50;2020-12-06;2020-12-09;2020-12-12;360;-7,3;-4,2;-5,7;-1,88;2,1;0,47;4,38
2020;51;2020-12-13;2020-12-16;2020-12-19;355;-18,32;-12,31;-15,68;-8,13;2,35;-3,91;7,53
2020;52;2020-12-20;2020-12-23;2020-12-26;385;-10,45;-4,62;-5,2;-0,39;6,2;3,85;13,2
2020;53;2020-12-27;2020-12-30;2021-01-02;405;-9,45;-7,13;-6,25;-3,43;0,4;0,28;4,47
2021;1;2021-01-03;2021-01-06;2021-01-09;470;-11,53;-7,54;-8,22;-4,6;-2,58;-1,62;0,27
2021;2;2021-01-10;2021-01-13;2021-01-16;445;-13,38;-4,6;-9,18;-2,23;0,45;0,18;2,12
2021;3;2021-01-17;2021-01-20;2021-01-23;430;-17,3;-13,64;-13,07;-9,29;-2,08;-4,93;0,85
2021;4;2021-01-24;2021-01-27;2021-01-30;385;-20,73;-15,47;-16,3;-11,49;-4,27;-7,47;-1,82
2021;5;2021-01-31;2021-02-03;2021-02-06;445;-23,23;-11,49;-18,08;-7,32;-0,68;-3,1;1,9
2021;6;2021-02-07;2021-02-10;2021-02-13;380;-23,98;-17,17;-18,15;-12,86;-8;-8,53;-3,7
2021;7;2021-02-14;2021-02-17;2021-02-20;410;-19,4;-13,9;-13,2;-9,75;-7,32;-5,54;-2,58
2021;8;2021-02-21;2021-02-24;2021-02-27;350;-16,35;-9,01;-9,7;-4,52;1,3;-0,01;3,35
2021;9;2021-02-28;2021-03-03;2021-03-06;350;-18,27;-11,87;-13,18;-7,1;-0,52;-2,28;4,82
2021;10;2021-03-07;2021-03-10;2021-03-13;345;-16,18;-6,95;-9,47;-1,87;7,8;3,2;12,32
2021;11;2021-03-14;2021-03-17;2021-03-20;345;-16,15;-9,77;-11,25;-3,86;2,98;2,05;9,05
2021;12;2021-03-21;2021-03-24;2021-03-27;345;-3,1;1,13;2,88;7,64;13,43;14,13;20,15
2021;13;2021-03-28;2021-03-31;2021-04-03;325;-6,7;-2,59;-1,45;2,92;7,7;8,41;15,53
2021;14;2021-04-04;2021-04-07;2021-04-10;350;0,6;4,01;6,9;11,1;15,77;18,17;24,58
2021;15;2021-04-11;2021-04-14;2021-04-17;300;3,15;5,23;5,97;9,76;12,38;14,27;18,48
2021;16;2021-04-18;2021-04-21;2021-04-24;325;-3,05;2,33;0,7;7,27;13,5;12,16;20,5
2021;17;2021-04-25;2021-04-28;2021-05-01;315;-0,28;3,08;4,78;8,78;13,43;14,44;18,05
2021;18;2021-05-02;2021-05-05;2021-05-08;330;2,17;5,24;6,65;9,63;11,5;13,99;16,3
2021;19;2021-05-09;2021-05-12;2021-05-15;335;3,85;6,1;9,45;12,71;16,98;19,27;24,48
2021;20;2021-05-16;2021-05-19;2021-05-22;330;7,45;12,9;15,28;20,2;24,75;27,49;31,48
2021;21;2021-05-23;2021-05-26;2021-05-29;305;1,7;7,38;7,75;14,31;24,18;21,2;30,25
2021;22;2021-05-30;2021-06-02;2021-06-05;300;6,55;12,79;12,93;18,32;22,35;23,83;27,48
2021;23;2021-06-06;2021-06-09;2021-06-12;275;11,07;16,66;17,4;22,59;27,55;28,49;33,1
2021;24;2021-06-13;2021-06-16;2021-06-19;280;10,1;13,22;16,07;19,17;20,9;25,09;28,8
2021;25;2021-06-20;2021-06-23;2021-06-26;295;7,35;13,62;14,6;19,68;23,4;25,68;29,5
2021;26;2021-06-27;2021-06-30;2021-07-03;320;12,88;18,06;16,02;22,25;26,82;26,39;32,2
2021;27;2021-07-04;2021-07-07;2021-07-10;295;11,6;13,36;16,32;18,61;22,95;23,82;28,55
2021;28;2021-07-11;2021-07-14;2021-07-17;295;14;17,84;20,27;22,48;24,62;27,09;29,75
2021;29;2021-07-18;2021-07-21;2021-07-24;295;12,37;15,3;19,23;20,78;22,68;26,23;28,32
2021;30;2021-07-25;2021-07-28;2021-07-31;300;11,5;14,49;16,1;19,01;22,77;23,5;28,12
2021;31;2021-08-01;2021-08-04;2021-08-07;310;13,2;15,53;16,55;20,85;24,42;26,13;29,88
2021;32;2021-08-08;2021-08-11;2021-08-14;300;15,22;19,94;20,95;24,87;26,67;29,75;31,68
2021;33;2021-08-15;2021-08-18;2021-08-21;315;11,3;17,02;18,15;22,59;27,15;28,13;33,52
2021;34;2021-08-22;2021-08-25;2021-08-28;270;15,1;19,57;17,55;24,38;27,4;29,16;32,83
2021;35;2021-08-29;2021-09-01;2021-09-04;295;10,38;13,95;15,25;19,06;24,67;24,13;28,87
2021;36;2021-09-05;2021-09-08;2021-09-11;345;12,3;13,77;16,82;17,82;18,98;21,84;23,4
2021;37;2021-09-12;2021-09-15;2021-09-18;340;8,9;11,26;15,2;17,25;18,77;23,19;26,9
2021;38;2021-09-19;2021-09-22;2021-09-25;315;8,25;13,3;14,62;18,45;24,15;23,56;28,85
2021;39;2021-09-26;2021-09-29;2021-10-02;305;5,15;8,16;10,57;12,18;15,88;16,18;19,88
2021;40;2021-10-03;2021-10-06;2021-10-09;335;6,58;7,57;11,78;13,57;14,93;19,54;22,65
2021;41;2021-10-10;2021-10-13;2021-10-16;360;11,43;12,9;15,32;16,77;17,95;20,61;23,8
2021;42;2021-10-17;2021-10-20;2021-10-23;315;0,78;5,17;4,62;9,05;11,1;12,9;18,32
2021;43;2021-10-24;2021-10-27;2021-10-30;360;0,65;3,1;4,88;7,21;9,35;11,28;12,9
2021;44;2021-10-31;2021-11-03;2021-11-06;370;-4,6;0,2;0,78;4,5;9,33;8,75;11,03
2021;45;2021-11-07;2021-11-10;2021-11-13;375;-2,4;1,28;2,88;6,42;9,8;11,55;15,03
2021;46;2021-11-14;2021-11-17;2021-11-20;370;-6;-1,76;-1,88;1,44;5,1;4,62;8,32
2021;47;2021-11-21;2021-11-24;2021-11-27;325;-8,97;-4,37;-4,45;-1,03;3,78;2,33;7,15
2021;48;2021-11-28;2021-12-01;2021-12-04;365;-11,1;-7,46;-7,88;-3,99;1,57;-0,5;6,05
2021;49;2021-12-05;2021-12-08;2021-12-11;355;-11,75;-8,71;-9,62;-4,29;3,75;0,14;10,93
2021;50;2021-12-12;2021-12-15;2021-12-18;350;-7,82;-3,02;-4,22;1,59;7,53;6,2;15,07
2021;51;2021-12-19;2021-12-22;2021-12-25;375;-17,92;-13,28;-13;-8,16;-2,83;-3,01;1,7
2021;52;2021-12-26;2021-12-29;2022-01-01;395;-11,82;-6,93;-8,1;-4,32;-0,65;-1,68;1,25
2022;1;2022-01-02;2022-01-05;2022-01-08;415;-22,15;-15,26;-17,65;-9,95;-2,42;-4,6;1,65
2022;2;2022-01-09;2022-01-12;2022-01-15;500;-26,08;-19,49;-22,73;-14,42;-4,38;-9,29;2,38
2022;3;2022-01-16;2022-01-19;2022-01-22;490;-29,23;-23,19;-23,17;-16,7;-10,12;-10,17;-3,4
2022;4;2022-01-23;2022-01-26;2022-01-29;480;-27,1;-23,97;-21,6;-17,17;-14,15;-10,3;-4,85
2022;5;2022-01-30;2022-02-02;2022-02-05;460;-20,62;-15,25;-16,1;-10,38;0,3;-5,47;4,18
2022;6;2022-02-06;2022-02-09;2022-02-12;400;-22,45;-9,88;-14,95;-4,71;2,38;0,48;5,03
2022;7;2022-02-13;2022-02-16;2022-02-19;350;-21,1;-15,78;-17,75;-10,08;0,75;-4,33;6
2022;8;2022-02-20;2022-02-23;2022-02-26;355;-20,15;-14,88;-13,97;-8,44;-2,48;-1,98;4,73
2022;9;2022-02-27;2022-03-02;2022-03-05;310;-18,73;-16,51;-15,12;-10,85;-7,68;-5,14;-0,68
2022;10;2022-03-06;2022-03-09;2022-03-12;340;-7,03;-4,45;-3,98;-0,88;3,62;2,71;10,7
2022;11;2022-03-13;2022-03-16;2022-03-19;345;-10,62;-3,38;-7,3;1,04;7,8;5,47;15,18
2022;12;2022-03-20;2022-03-23;2022-03-26;330;-5,8;-1,03;-0,88;2,5;4,88;5,99;8,4
2022;13;2022-03-27;2022-03-30;2022-04-02;310;-12,28;-5,71;-9,75;-1,43;4,7;2,85;9,22
2022;14;2022-04-03;2022-04-06;2022-04-09;345;-2,35;-0,35;2,2;4,4;6,68;9,1;13,65
2022;15;2022-04-10;2022-04-13;2022-04-16;330;-1,53;2,62;4,5;7,31;11,57;11,98;17,05
2022;16;2022-04-17;2022-04-20;2022-04-23;330;-3,22;-0,46;2,4;4,44;7,03;9,31;12,32
2022;17;2022-04-24;2022-04-27;2022-04-30;310;-0,03;3,16;5,42;8,51;12,22;13,82;19,18
2022;18;2022-05-01;2022-05-04;2022-05-07;315;2,02;5,35;8,32;11,21;14,3;17,04;19,52
2022;19;2022-05-08;2022-05-11;2022-05-14;385;2,85;9,71;10,8;18,37;23,9;26,98;31,5
2022;20;2022-05-15;2022-05-18;2022-05-21;340;5,5;10,8;9,7;16,3;24,75;21,77;31,5
